ISBN,상품명,저자,출판사,분야,권수,누적권수
9791191744385.0,사랑을 연습한 시간,신유진,오후의소묘,시/에세이,1.0,1007.0
9791168731325.0,가장 느린 정의,리아 락슈미 피엡즈나-사마라신하,오월의봄,정치/사회,1.0,1008.0
9791193710746.0,팔레스타인 종족 청소,일란 파페,교유서가,역사/문화,1.0,1009.0
9791191925241.0,요가의 뇌과학,브리타니 페어,동글디자인,건강,1.0,1010.0
9791171712953.0,어린것들의 거대한 세계,대나 스타프,위즈덤하우스,과학,1.0,1011.0
9791159001505.0,시골집의 기적,오미숙,포북(forbook),취미/실용/스포츠,2.0,1013.0
9791190738682.0,모든 소란을 무지개라고 바꿔 적는다,차한비,플레인아카이브,예술/대중문화,1.0,1014.0
9791191059595.0,혈당 안심 레시피,권은경,영진미디어,요리,1.0,1015.0
9791193790809.0,스패니시 러브 디셉션,엘레나 아르마스,문학수첩,소설,1.0,1016.0
9791187622239.0,하늘에서 영화가 내린다면,홍기자,찜커뮤니케이션,청소년,1.0,1017.0
9791198491770.0,장수 고양이를 찾아서,황효진,뉘앙스(NUANCE),시/에세이,1.0,1018.0
9788964374702.0,상속자들,피에르 부르디외 외,후마니타스,정치/사회,1.0,1019.0
9791188949694.0,커피 이토록 역사적인 음료,진용선,틈새책방,역사/문화,1.0,1020.0
9788988060841.0,크툴루의 교단들,크리스 매키 외,초여명,취미/실용/스포츠,1.0,1021.0
9791198244994.0,작가의 여정,트래비스 엘버러,Pensel(펜젤),예술/대중문화,1.0,1022.0
9791185851310.0,스파이 코스트,테스 게리첸,미래지향,소설,1.0,1023.0
9791194010074.0,스텔라의 무인 사진관,최보람,행복한나무,청소년,1.0,1024.0
9791169780445.0,수원삼성 때문에 산다,K리그 에디터스,브레인스토어,시/에세이,1.0,1025.0
9791197971990.0,우리 중 그 누구도 돌아오지 못할 것이다,샤를로트 델보,가망서사,역사/문화,1.0,1026.0
9788930041829.0,아프리카의 미래를 읽다,김성진,나남,정치/사회,1.0,1027.0
9791185676784.0,코바늘로 뜨는 모로칸 디자인 모티프,더 헐레이션스,윌스타일(WILLSTYLE),취미/실용/스포츠,1.0,1028.0
9791198244949.0,예술가의 여정,트래비스 엘버러,Pensel(펜젤),예술/대중문화,1.0,1029.0
9791140711192.0,여행 베트남어 무작정 따라하기,체리혜리(김혜리),길벗이지톡,외국어,1.0,1030.0
9788937428418.0,위키드 3: 리르 이야기,그레고리 머과이어,민음사,소설,1.0,1031.0
9791168342439.0,천 년 집사 백 년 고양이,추정경,래빗홀,청소년,1.0,1032.0
9791167822123.0,제가 이 마을 이장인디요,김유솔,상상출판,시/에세이,1.0,1033.0
9788962632927.0,왜 AI에겐 우리가 필요한가,베리티 하딩,에코리브르,정치/사회,1.0,1034.0
9791190460378.0,Filo 41호(매거진 필로)(2024년 11/12월호),매거진 필로 편집부,매거진필로,잡지,1.0,1035.0
9788930107976.0,예술과 암호 반구대의 고래,김혜련,열화당,예술/대중문화,1.0,1036.0
9788937428319.0,마산,김기창,민음사,소설,1.0,1037.0
9788968334894.0,철학으로 다잡는 열다섯의 공부법,김범준,블랙피쉬,청소년,1.0,1038.0
9791170800620.0,우리는 지금 센토사로 간다,김홍석,뜻밖,시/에세이,1.0,1039.0
9791198896476.0,"AI, 빅테크, 저널리즘",이성규,날리지,정치/사회,1.0,1040.0
9791168230835.0,엑스트라 볼드,엘런 럽턴 외,안그라픽스,예술/대중문화,1.0,1041.0
9791192313597.0,새왕의 방패,이마무라 쇼고,북스피어,소설,1.0,1042.0
9788936453305.0,손 잡아도 될까?,이현숙,창비,청소년,1.0,1043.0
9791198935038.0,엄마의 얼굴,김재원,달먹는토끼,시/에세이,2.0,1045.0
9788947501217.0,비엔나 1900 꿈꾸는 예술가들,전원경 외,한국경제신문,예술/대중문화,1.0,1046.0
9791193324301.0,변두리 도서관의 사건수첩,모리야 아키코,북플라자,소설,1.0,1047.0
9791156336563.0,신화가 왜 그럴 과학,이운근,다른,청소년,1.0,1048.0
9791173320002.0,깊은 우리 젊은 날,함병선,김영사,시/에세이,1.0,1049.0
9791194293330.0,서울의 봄 각본집,김성수,스튜디오오드리,예술/대중문화,1.0,1050.0
9791194330493.0,그물을 거두는 시간,이선영,비채,소설,1.0,1051.0
9791171179077.0,우리는 사랑 안에 살고 있다,유혜주 외,21세기북스,시/에세이,1.0,1052.0
9791155311479.0,음악가의 소리들,안상욱,이매진,예술/대중문화,1.0,1053.0
9788925574240.0,빛이 있는 곳에 있어줘,이치호 미치,알에이치코리아,소설,1.0,1054.0
9791191942439.0,시 탐정 사무소 2,이락,안녕로빈,청소년,1.0,1055.0
9788937428258.0,토토와 구름과 빵,이응준,민음사,시/에세이,1.0,1056.0
9791169192637.0,영화는 역사가 아니다,정영권 외,한국문화사,예술/대중문화,1.0,1057.0
9791168342477.0,라이프 임파서블,매트 헤이그,인플루엔셜,소설,1.0,1058.0
9791193375167.0,7일 사이에,김영혜,베틀북,청소년,1.0,1059.0
9791163384700.0,인생수업 제법 한 나이가 되었습니다만,강사라 외,더로드,시/에세이,1.0,1060.0
9791191884517.0,빛과 그림자로 본 만화,박소림 외,우리나비,예술/대중문화,1.0,1061.0
9791190234283.0,하얀 바다,로이 야콥센,잔,소설,1.0,1062.0
9791193584880.0,꿈을 찾는 진로 상담소,신종원,포르체,청소년,1.0,1063.0
9791171178643.0,좋은 죽음에 관하여,미셸 에켐 드 몽테뉴,아르테(arte),시/에세이,1.0,1064.0
9791173181030.0,인클루시브 패션 디자인,김지은 외,한국학술정보,예술/대중문화,1.0,1065.0
9788935678853.0,카이로스,예니 에르펜베크,한길사,소설,1.0,1066.0
9788959067770.0,"위험한 미디어, 안전한 문해력",오승용,인물과사상사,청소년,1.0,1067.0
9791171178650.0,원칙 없는 삶,헨리 데이비드 소로,아르테(arte),시/에세이,1.0,1068.0
9791141608026.0,젠더 트러블,주디스 버틀러,문학동네,정치/사회,1.0,1069.0
9791193710722.0,생각의 역사(양장본 Hardcover),펠리페 페르난데스 아르메스토,교유서가,역사/문화,1.0,1070.0
9791186519912.0,에꼴듀빵 마스터 클래스,제레미 볼레스터,비앤씨월드,요리,1.0,1071.0
9791172108922.0,한 권으로 끝내는 일본어 초급 문법노트,와카메 센세,동양북스,외국어,1.0,1072.0
9791198737472.0,탄자니아로 신혼여행을 갑니다,이효림,구텐베르크,여행,1.0,1073.0
9791193262306.0,행복은 능동적,노연경,필름(Feelm),시/에세이,1.0,1074.0
9791198252081.0,인사이드 패러그래프: 라틴 타이포그래피의 기초,사이러스 하이스미스,소장각,예술/대중문화,1.0,1075.0
9791159001499.0,2천만원으로 시골집 한 채 샀습니다,오미숙,포북(forbook),취미/실용/스포츠,1.0,1076.0
9791163166139.0,동물농장,김이은,고즈넉이엔티,소설,1.0,1077.0
9791161255187.0,사회복지사 마스터플랜,theD마스터플랜연구소,더디퍼런스,청소년,1.0,1078.0
9791193379417.0,아이에게 들려주는 부모의 예쁜 말 필사 노트,김종원,상상아카데미,가정/육아,1.0,1079.0
9791198013088.0,김미경의 딥마인드,김미경,어웨이크북스,자기계발,1.0,1080.0
9788965966685.0,누운 김에 스트레칭,시라이 텐도,흐름출판,건강,1.0,1081.0
9791197909498.0,신사와 그의 악마,브라이언 클레그,세로북스,과학,1.0,1082.0
9791141607883.0,아무도 우리를  구해주지 않는다,록산 게이,문학동네,정치/사회,1.0,1083.0
9788993461718.0,브루잉 레시피 도감,김승백,아이비라인,요리,1.0,1084.0
9788971729977.0,카멀라 해리스 명연설문 베스트 20,강홍식,탑메이드북,외국어,1.0,1085.0
9788993461701.0,도쿄 스페셜티 커피 트립,이한오,아이비라인,여행,1.0,1086.0
9788925574288.0,인생의 해상도,유병욱,알에이치코리아,시/에세이,1.0,1087.0
9791199000407.0,이토록 끌리는 영화,이동기,시간의숲,예술/대중문화,1.0,1088.0
9791130657820.0,"오늘도 돌아갑니다, 풍진동 LP가게",임진평 외,다산책방,소설,1.0,1089.0
9788932475288.0,징비록,유성룡,을유문화사,역사/문화,1.0,1090.0
9791140711628.0,나를 위한 첫 번째 환경수업,황동수 외,더퀘스트,청소년,1.0,1091.0
9791197748554.0,초등 영어 식스,권태형,북북북,가정/육아,1.0,1092.0
9791194330714.0,나는 왜 내 편이 되지 못할까,정우열,김영사,자기계발,1.0,1093.0
9791193226568.0,"건강을 마시는 습관, 보이차",선재광 외,전나무숲,건강,1.0,1094.0
9791170872641.0,동물 인터넷,마르틴 비켈스키,휴머니스트,과학,1.0,1095.0
9791191311549.0,노르트스트림의 덫,마리옹 반 렌테르겜,롤러코스터,정치/사회,1.0,1096.0
9791193584866.0,365일 제철 레시피 일력,제철음식연구소,포르체,요리,1.0,1097.0
9791198952516.0,앵그리 아카데믹 보카(Angry English Academic Vocabulary): 핵심편,서형구,윤준북스,외국어,1.0,1098.0
9791190222396.0,음악으로 가득한,다카기 마사카쓰,열매하나,시/에세이,1.0,1099.0
9788967215507.0,음악에 머문 시선,유채훈,삼호ETM,예술/대중문화,1.0,1100.0
9788978497121.0,플레이스테이션 2 퍼펙트 카탈로그(상),마에다 히로유키 외,삼호미디어,취미/실용/스포츠,2.0,1102.0
9788974565886.0,흑산도 하늘길,한승원,문이당,소설,1.0,1103.0
9788976965899.0,다시 조선으로,이연식,역사비평사,역사/문화,1.0,1104.0
9791140714254.0,IT 유망직업 100,길벗정보연구회,길벗,청소년,1.0,1105.0
9791171178728.0,공부가 아이의 길이 되려면,오평선,21세기북스,가정/육아,1.0,1106.0
9791195382491.0,스님의 호흡법,전채연,황금테고리,자기계발,1.0,1107.0
9791196789862.0,볼매뉴얼 테라피 1: 짐 워크아웃,김민석,페인프리북스,건강,1.0,1108.0
9788932323909.0,우리를 방정식에 넣는다면,조지 머서,현암사,과학,1.0,1109.0
9788969526007.0,1일 7·8·900kcal 다이어트 식단,신아림,경향BP,요리,1.0,1110.0
9791141601454.0,사랑하고 선량하게 잦아드네,유수연,문학동네,시/에세이,1.0,1111.0
9788967215491.0,아이유 가사 필사집(누드 사철제본),삼호ETM 편집부,삼호ETM,예술/대중문화,1.0,1112.0
9791130657974.0,마루는 강쥐 언제나 언니 옆에 있을게! 마루 애착 스티커북,모죠,다산북스,취미/실용/스포츠,3.0,1115.0
9791141607869.0,헌책 식당,하라다 히카,문학동네,소설,1.0,1116.0
9788997743674.0,세상에서 가장 짧은 전쟁사,그윈 다이어,진성북스,역사/문화,1.0,1117.0
9791193878125.0,10대를 위한 비판적 사고력 수업,이현주 외,지노,청소년,1.0,1118.0
9791198682598.0,자세를 펴면 인생이 펴집니다,송영민,퍼스트펭귄,건강,2.0,1120.0
9788925574394.0,무의식은 어떻게 나를 설계하는가,데이비드 이글먼,알에이치코리아,과학,1.0,1121.0
9791191114683.0,아프다는 것에 관하여,메이,복복서가,시/에세이,1.0,1122.0
9791191983036.0,"현진's 펜 들고, 그림일기",박현진,북코디,예술/대중문화,1.0,1123.0
9788937464560.0,표범,주세페 토마시 디 람페두사,민음사,소설,1.0,1124.0
9791190498630.0,강남의 탄생,한종수 외,미지북스,역사/문화,1.0,1125.0
9791156336433.0,세계 종교 유랑단,김서형,다른,청소년,1.0,1126.0
9788972918578.0,브레인 밸런스,커밀라 노드,까치,과학,1.0,1127.0
9791193692073.0,한국의 아름다운 시,윤동주 외,마음시선,시/에세이,1.0,1128.0
9791186825365.0,들개,조원희,롭(LoB),예술/대중문화,1.0,1129.0
9791192385303.0,열차 안의 낯선 자들,퍼트리샤 하이스미스,오픈하우스,소설,1.0,1130.0
9788949123578.0,남극 펭귄 생포 작전,허관,비룡소,청소년,1.0,1131.0
9791155402412.0,내 안에 기후 괴물이 산다,클레이튼 페이지 알던,추수밭,과학,1.0,1132.0
9791194357049.0,시절한시,이지운,유노라이프,시/에세이,1.0,1133.0
9791190266079.0,루브르에서 쇼팽을 듣다 책&아트 다이어리 세트(만년형),안인모,지식서재,예술/대중문화,1.0,1134.0
9791171717224.0,몸몸,박서련,위즈덤하우스,소설,1.0,1135.0
9788936431433.0,국어 교과서 작품 읽기: 중1 시,신미나 외,창비,청소년,1.0,1136.0
9791194033431.0,"반 고흐, 인생의 그림들",김영숙,빅피시,예술/대중문화,1.0,1137.0
9791163143802.0,틈틈이 기록한 엄마 마음,류승희,보리출판사,시/에세이,1.0,1138.0
9791171717217.0,어떤 새의 이름을 아는 슬픈 너,문보영,위즈덤하우스,소설,1.0,1139.0
9788936431440.0,국어 교과서 작품 읽기: 중1 소설,김아란 외,창비,청소년,1.0,1140.0
9791193388143.0,여자 셋이 모이면 집이 커진다,김은하,서스테인,시/에세이,1.0,1141.0
9791171717200.0,담장 너머 버베나,단요,위즈덤하우스,소설,1.0,1142.0
9788936431457.0,국어 교과서 작품 읽기: 중1 수필·비문학,김병성 외,창비,청소년,1.0,1143.0
9788955827705.0,시즈코 상,사노 요코,아름드리미디어,시/에세이,1.0,1144.0
9791171717194.0,화성과 창의의 시도,김희재,위즈덤하우스,소설,1.0,1145.0
9788936431426.0,국어 교과서 작품 읽기: 중1 세트,신미나 외,창비,청소년,1.0,1146.0
9791193238493.0,당신을 알기 전에는 시 없이도 잘 지냈습니다,류시화,수오서재,시/에세이,1.0,1147.0
9791167374912.0,두리안의 맛,김의경,은행나무,소설,1.0,1148.0
9788936431501.0,국어 교과서 작품 읽기: 고등 수필·비문학,김선형 외,창비,청소년,1.0,1149.0
3904000493718.0,악스트(Axt)(2024년 11/12월호 57호),은행나무 편집부,은행나무,잡지,1.0,1150.0
9791167374929.0,예언자의 노래,폴 린치,은행나무,소설,1.0,1151.0
9788936431471.0,국어 교과서 작품 읽기: 고등 시,남호섭 외,창비,청소년,1.0,1152.0
9791192618678.0,마니에르 드 부아르(Maniere de voir Vol 17),르몽드 디플로마티크,르몽드디플로마티크,잡지,1.0,1153.0
9788936434687.0,꿀잠 선물 가게,박초은,토닥스토리,소설,1.0,1154.0
9788936431488.0,국어 교과서 작품 읽기: 고등 소설(상),서덕희 외,창비,청소년,1.0,1155.0
9788936431495.0,국어 교과서 작품 읽기: 고등 소설(하),서덕희 외,창비,청소년,1.0,1156.0
9788936431464.0,국어 교과서 작품 읽기: 고등 세트,남호섭 외,창비,청소년,1.0,1157.0
9791165702854.0,국어 한 권: 중1 비문학,김미성 외,창비교육,청소년,1.0,1158.0
3904000492926.0,타우마제인(Thaumazein Vol 4),캐럿하우스 편집부,캐럿하우스,잡지,1.0,1159.0
9791165702847.0,국어 한 권: 중1 문학,김미성 외,창비교육,청소년,1.0,1160.0
9791104400018.0,미래 학교 백서,심너울 외,청어람주니어,청소년,1.0,1161.0
9788936457310.0,회색에서 왔습니다,한요나,창비,청소년,1.0,1162.0
9791167553072.0,"열다섯, 다를 나이",강경수 외,우리학교,청소년,1.0,1163.0
9791157404452.0,유니버설 셰프,서윤빈,네오픽션,소설,1.0,1164.0
9791198987600.0,트럼프 2.0 시대,박종훈,글로퍼스,경제/경영,1.0,1165.0
9791172889418.0,로스트아크 설정집,스마일게이트,대원씨아이,예술/대중문화,1.0,1166.0
8809914424139.0,디즈니 스크루지 맥덕 가계부(2025),아르누보 편집부,아르누보,취미/실용/스포츠,1.0,1167.0
9788901289878.0,이윤기의 그리스 로마 신화 1,이윤기,웅진지식하우스,역사/문화,1.0,1168.0
9791169093149.0,도플갱어,나오미 클라인,글항아리,정치/사회,1.0,1169.0
9791139718560.0,독서의 뇌과학,가와시마 류타,현대지성,과학,1.0,1170.0
9791161509136.0,귀와 입이 열리는 영어 말하기,성동일,시원스쿨닷컴,외국어,1.0,1171.0
9791193712627.0,푸드 앤 와인 페어링 쿡북,정리나 외,한스미디어,요리,1.0,1172.0
9791169093101.0,"듣는 마음, 말하는 기술",김효원 외,글항아리,자기계발,1.0,1173.0
9791193584859.0,"건축가와 함께 걷는 청와대, 서촌, 북촌 산책",김영욱,포르체,여행,1.0,1174.0
9791193710739.0,토리는 오늘도 놀고 싶어,닥터하랑,싱긋,시/에세이,1.0,1175.0
9791171530205.0,왜 우리는 차별과 혐오에 지배당하는가?,인권연대,철수와영희,청소년,1.0,1176.0
9791159259043.0,조이 럭 클럽,에이미 탄,들녘,소설,1.0,1177.0
9791167741721.0,진료차트 속에 숨은 경제학,아누팜 B. 제나 외,어크로스,경제/경영,1.0,1178.0
9791138380812.0,슈퍼레이디 컬러링북,애플호롱(박수현),시대인,예술/대중문화,1.0,1179.0
9791169093156.0,젊은 인민의 초상,피터 헤슬러,글항아리,역사/문화,1.0,1180.0
9788937492235.0,페미사냥,이민주,민음사,정치/사회,1.0,1181.0
9791161509105.0,GO! 독학 스페인어 첫걸음,조혜진,시원스쿨닷컴,외국어,1.0,1182.0
9791193003596.0,크리스마스 칵테일과 레코드,안드레 달링턴,진선북스,요리,1.0,1183.0
9791192966939.0,고교생 오타니 쇼헤이의 최강 멘탈 수업,니시다 하쓰미,클라우드나인,자기계발,1.0,1184.0
9791193001554.0,위대한 작가의 명문장들,오로라,문학세계사,시/에세이,1.0,1185.0
9788976046963.0,항암 해방,곤도 마코토,문예춘추사,건강,1.0,1186.0
9791168272453.0,생기부 고전 필독서 30: 외국문학 편,권희린,데이스타,청소년,1.0,1187.0
9788937464485.0,바스커빌가의 사냥개,아서 코넌 도일,민음사,소설,1.0,1188.0
9791162543955.0,빌드(BUILD) 창조의 과정,토니 퍼델,비즈니스북스,경제/경영,1.0,1189.0
9791189519803.0,501XX는 누가 만들었는가,아오타 미쓰히로,고트,예술/대중문화,1.0,1190.0
8809529016934.0,스티브 잡스 인생 일력 365,북엔 편집부,북엔,취미/실용/스포츠,1.0,1191.0
9791193811290.0,선 넘는 한국사,박광일,생각정원,역사/문화,1.0,1192.0
9791198290557.0,트럼프 청구서,박형주,어티피컬,정치/사회,1.0,1193.0
9791193231203.0,수잔의 5문장으로 끝내는 왕초보 영어 탈출기,김유미,행복한 북창고,외국어,1.0,1194.0
9791156167778.0,브레드 마스터 클래스,고상진,리스컴,요리,1.0,1195.0
9791198373540.0,우리는 모두 참 괜찮은 사람 입니다,나인,자유로운상상,시/에세이,1.0,1196.0
9791193453322.0,"Thread(스레드) Issue 27: 격차, 규제, 전쟁(2024년 11월)",북저널리즘,스리체어스,잡지,1.0,1197.0
9791158773854.0,육식 혁명 카니보어,이소미 외,바이북스,건강,1.0,1198.0
9788920051920.0,청소년을 위한 후다닥 서평 쓰는 법,김나정,지식의날개,청소년,1.0,1199.0
9791193324295.0,마음이 들리는 동물병원,타케무라 유키,북플라자,소설,1.0,1200.0
9791166839498.0,마음속에 시 하나 싹텄습니다,나태주,넥서스,외국어,1.0,1201.0
9788901290003.0,돈이 어렵지 않은 어른이 된다는 것,시골쥐,웅진지식하우스,경제/경영,1.0,1202.0
9791198985606.0,카라바조 이야기,김선현,모먼트오브임팩트,예술/대중문화,1.0,1203.0
8809529016941.0,쇼펜하우어 인생 일력 365,북엔 편집부,북엔,취미/실용/스포츠,1.0,1204.0
9791161571997.0,조선의 역사를 바꾼 치명적 말실수,이경채,나무옆의자,역사/문화,1.0,1205.0
9791162733356.0,트럼프 코리아,구갑우 외,사회평론,정치/사회,1.0,1206.0
9791172131517.0,이번 생은 초록빛,박경화,한겨레출판사,시/에세이,1.0,1207.0
9791171257492.0,둔색환시행,온다 리쿠,시공사,소설,1.0,1208.0
9791189318635.0,우리의 임무는 게임을 만드는 것입니다,레지널드 피서메이,이콘,경제/경영,1.0,1209.0
9788972971474.0,창작자를 위한 지브리 스토리텔링,이누해,동녘,예술/대중문화,2.0,1211.0
9791168342392.0,교양이를 부탁해: 경제 전쟁 패권 편,스브스프리미엄 외,인플루엔셜,인문,1.0,1212.0
9791192753348.0,일상이 고고학: 나 혼자 수원화성 여행,황윤,책읽는고양이,역사/문화,1.0,1213.0
9791164847280.0,트럼프 2.0 또 다른 미국,매일경제 글로벌경제부,매일경제신문사,정치/사회,1.0,1214.0
9788975421280.0,"안녕, 꼬리!",가와세 하루,어느봄날,시/에세이,1.0,1215.0
9791171257508.0,밤이 끝나는 곳,온다 리쿠,시공사,소설,1.0,1216.0
9791130658599.0,카피 도둑,석윤형,다산북스,경제/경영,1.0,1217.0
9791193031759.0,사랑을 그린 화가들,이창용,단꿈아이,예술/대중문화,1.0,1218.0
9791193712597.0,포근포근 코바늘 손뜨개 인형,i.iro,한스미디어,취미/실용/스포츠,1.0,1219.0
9791170872566.0,이집트 상형문자 필사 노트,유성환,휴머니스트,역사/문화,1.0,1220.0
9788984078406.0,신뢰는 어떻게 사기가 되는가,쑨중싱,세종서적,정치/사회,1.0,1221.0
9791193401323.0,도망친 곳에 낙원이 있었다,그랜트 린즐리,프런트페이지,시/에세이,1.0,1222.0
9788932924786.0,나의 작은 나라,가엘 파유 외,열린책들,소설,1.0,1223.0
9791170612056.0,벌거벗은 세계사 일력,tvN <벌거벗은 세계사> 제작진,교보문고,역사/문화,1.0,1224.0
9788998417581.0,스토리텔링 작법의 비밀,김윤정 외,나무자전거,예술/대중문화,1.0,1225.0
9788960536654.0,빈센트 반 고흐,이태호,마로니에북스,예술/대중문화,1.0,1226.0
9791189375072.0,"꽃잎 하나, 마음 하나",전유리,아트인북,취미/실용/스포츠,1.0,1227.0
9791168731318.0,미국 공산주의라는 로맨스,비비언 고닉,오월의봄,정치/사회,1.0,1228.0
9788937409455.0,백합의 지옥,최재원,민음사,시/에세이,1.0,1229.0
9791194293361.0,"묘한 수리점, 마음까지 고쳐드립니다",아마노 유타카,모모,소설,1.0,1230.0
9788997605644.0,사진집 출판하기,다리우스 D. 하임스 외,닻프레스,예술/대중문화,1.0,1231.0
9791193749104.0,잊혀지지 않을 권리,공혜정,느린서재,정치/사회,1.0,1232.0
9791172100780.0,언어의 위로,곽미성,동양북스,시/에세이,1.0,1233.0
9788954451895.0,파주,김남숙,자음과모음,소설,1.0,1234.0
9791130657912.0,상견니,싼펑프로덕션,오브제,예술/대중문화,1.0,1235.0
9791191587715.0,문자의 역사,스티븐 로저 피셔,퍼블리온,인문,1.0,1236.0
9791172131531.0,디지털 시대의 페미니즘,한국여성학회,한겨레출판사,정치/사회,1.0,1237.0
9791172108892.0,꽃이 가득한 아름다운 날이에요,머스테리 주재용,동양북스,시/에세이,1.0,1238.0
9791197902420.0,내셔널 갤러리에서 보낸 500일,유승연,하준서림,예술/대중문화,1.0,1239.0
9791172888794.0,사라지는 아들,안도 요시아키,하빌리스,소설,1.0,1240.0
9791193482070.0,휴식은 저항이다,트리샤 허시,갈라파고스,인문,1.0,1241.0
9791193154342.0,정신병의 신화,토머스 사스,교양인,정치/사회,1.0,1242.0
9791194232049.0,동시,오민,작업실유령,예술/대중문화,1.0,1243.0
9791164162253.0,상처받은 사람을 위한 미술관,추명희,책들의정원,예술/대중문화,1.0,1244.0
9791197614460.0,우당탕탕 내책 내가 만들어 팔기,Dung LEE(이보현),곰곰출판,예술/대중문화,1.0,1245.0
9791141607111.0,울프홀 1,힐러리 맨틀,문학동네,소설,1.0,1246.0
9791193647646.0,시한부,백은별,바른북스,청소년,1.0,1247.0
9791130648842.0,30개 도시로 읽는 영국사,김현수,다산초당,역사/문화,1.0,1248.0
9791167600875.0,딤섬의 여왕,정지선,북스고,요리,1.0,1249.0
9791166839504.0,감정 수업 영어 필사 100일의 기적,퍼포먼스 코치 리아,넥서스,외국어,1.0,1250.0
9791138372657.0,셀프 홈 스타일링,심지혜,시대인,취미/실용/스포츠,2.0,1252.0
9788932475240.0,"전,란 각본",신철 외,을유문화사,예술/대중문화,1.0,1253.0
9791194033349.0,여기 가려고 주말을 기다렸어: 원데이 코스,주말토리,빅피시,여행,1.0,1254.0
9791197145179.0,행복은 발가락 사이로,이광이,삐삐북스,시/에세이,1.0,1255.0
9791188719266.0,누가 진실을 전복하려 하는가,리 매킨타이어,두리반,정치/사회,1.0,1256.0
9791194246381.0,3분만 바라보면 뇌가 젊어진다,히라마쓰 루이,쌤앤파커스,건강,1.0,1257.0
9791168342354.0,한석준의 대화의 기술,한석준,인플루엔셜,자기계발,1.0,1258.0
9788962624953.0,수학이 생명의 언어라면,김재경,동아시아,과학,1.0,1259.0
9791141607128.0,울프홀 2,힐러리 맨틀,문학동네,소설,1.0,1260.0
9788982641602.0,"만해 한용운, 도올이 부른다 1",김용옥,통나무,인문,1.0,1261.0
9791198938305.0,티 블렌딩 정원사,박세미 외,케이티엠에이북스,요리,1.0,1262.0
9788917239973.0,Official TOEFL iBT Tests volume 1 한국어판,ETS,YBM,외국어,1.0,1263.0
9791164847242.0,청소년이 함께 살아야 할 로봇과 AI,전승민,매경주니어북스,청소년,1.0,1264.0
9791187512981.0,니팅 포 올리브,니팅 포 올리브,앵글북스,취미/실용/스포츠,2.0,1266.0
9788927813255.0,더 클래식,김호정,중앙북스,예술/대중문화,1.0,1267.0
9791193240533.0,웃기지 않아서 웃지 않음,선우은실,읻다(ITTA),시/에세이,1.0,1268.0
9791198409744.0,피치 바이 매거진(Pitch by Magazine)(계간 15호),피치바이매거진 편집부,(주)피치바이피치,잡지,1.0,1269.0
9791172131449.0,인물로 읽는 동남아,강희정 외,한겨레출판사,역사/문화,1.0,1270.0
9791172131470.0,방법으로서의 글로벌 차이나,이반 프란체스키니 외,한겨레출판사,정치/사회,1.0,1271.0
9791168622838.0,프로들이 알려주는 친절한 요가해부학,루틴온라인 외,시그마북스,건강,1.0,1272.0
9791167141026.0,"젠슨 황, 게임의 룰",장상용,해냄출판사,자기계발,1.0,1273.0
9791193591239.0,"카오스, 카오스 에브리웨어",팀 파머,디플롯,과학,1.0,1274.0
9791193078341.0,페리퍼럴 1,윌리엄 깁슨,허블,소설,1.0,1275.0
9788982641619.0,"만해 한용운, 도올이 부른다 2",김용옥,통나무,인문,1.0,1276.0
9788931558647.0,토익 마법 2주의 기적 990 LISTENING,이교희,성안당,외국어,1.0,1277.0
9791193296608.0,슬기로운 환경 수업,정은해 외,초록비책공방,청소년,1.0,1278.0
9788901289632.0,김대리의 취향 니트,바늘이야기 김대리,웅진리빙하우스,취미/실용/스포츠,1.0,1279.0
9791198838858.0,하와이 연가,이진영,사유와공감,예술/대중문화,1.0,1280.0
9788932043272.0,사랑과 멸종을 바꿔 읽어보십시오,유선혜,문학과지성사,시/에세이,1.0,1281.0
9791156122869.0,"다시, 제노사이드란 무엇인가",강성현,푸른역사,역사/문화,1.0,1282.0
9791172131494.0,불온한 공익,류하경,한겨레출판사,정치/사회,1.0,1283.0
9791168622944.0,치과의사가 알려주는 어른의 양치질,이토 사이유,시그마북스,건강,1.0,1284.0
9791171178377.0,제임스 앨런 콜렉션,제임스 앨런,21세기북스,자기계발,1.0,1285.0
9791171011100.0,과학의 개념어들,김현벽 외,사람in,과학,1.0,1286.0
9791193078358.0,페리퍼럴 2,윌리엄 깁슨,허블,소설,1.0,1287.0
9791193992463.0,낭독하는 입트영 1: 건강꿀팁 편,이현석,롱테일북스,외국어,1.0,1288.0
9791192817606.0,옐로 튤립 가든,김소윤,고래가숨쉬는도서관,청소년,1.0,1289.0
9791193926536.0,사계절을 담은 이케바나,홍세희,제이펍,취미/실용/스포츠,1.0,1290.0
9788964947203.0,빽 투 더 올드팝,복고맨,보누스,예술/대중문화,1.0,1291.0
9788925574387.0,자기만의 그라운드,임보미,알에이치코리아,시/에세이,1.0,1292.0
9791194273059.0,히타이트 제국의 역사,쓰모토 히데토시,더숲,역사/문화,1.0,1293.0
9791192988955.0,"병든 민주주의, 미국은 왜 위태로운가",토마 스네가로프 외,서해문집,정치/사회,1.0,1294.0
9791193584842.0,통증과 교정 운동,"파브스포츠(채정욱, 유은비, 김순호)",포르체,건강,1.0,1295.0
9791193262290.0,린치핀,세스 고딘,필름(Feelm),자기계발,1.0,1296.0
9791191813166.0,감칠맛,최낙언,헬스레터,과학,1.0,1297.0
