ISBN,상품명,저자,출판사,분야,권수,누적권수
9791160078947,모르면 호구 되는 재테크상식 - 마냥 손해만 보며 살았던 당신이 지금부터라도 알아두어야 할 최소한의 돈 공부,이현우 (지은이),한즈미디어(한스미디어),국내도서>경제경영>재테크/투자>재테크/투자 일반,1,218
9791155427248,난생처음 재테크 - 카드뉴스로 보는 재테크의 핵심,정환용 (지은이),매일경제신문사,국내도서>경제경영>재테크/투자>재테크/투자 일반,1,219
9791192942254,"삶에 필요한 재테크, 쉽게 배우는 금융지식 - 부자가 되기 위해 알아야 하는 돈의 속성",전의진 (지은이),바른북스,국내도서>경제경영>재테크/투자>재테크/투자 일반,1,220
9791165213619,꼬마빌딩 재테크 무작정 따라하기 - 노후까지 걱정 없이 월세 받는 수익형 부동산 투자법,"허윤경, 신동원 (지은이)",길벗,국내도서>경제경영>재테크/투자>부동산/경매,1,221
9791170430865,요즘 애들을 위한 슬기로운 재테크 생활 - 밀레니얼의 돈 관리 가이드,조혜경 (지은이),원앤원북스,국내도서>경제경영>재테크/투자>재테크/투자 일반,1,222
9788947543262,"우리 집 재테크를 부탁해 - 1년 후, 5년 후 점점 더 나아질",이지영 (지은이),한국경제신문,국내도서>경제경영>재테크/투자>재테크/투자 일반,1,223
9791199079908,예수와 권세 - 전체주의 공포와 기능장애에 빠진 민주국가들에서 기독교의 정치적 증언,"톰 라이트, 마이클 F. 버드 (지은이), 홍종락 (옮긴이)",야다북스,국내도서>종교/역학>기독교(개신교)>기독교 일반,2,225
9788979406627,전체주의 물결과 정치적 이해 - 한나 아렌트 에세이 모음집 1930~1954,"한나 아렌트 (지은이), 홍원표 (옮긴이)",신서원,국내도서>대학교재/전문서적>인문계열>철학,1,226
9788935656646,전체주의의 기원 2,"한나 아렌트 (지은이), 박미애, 이진우 (옮긴이)",한길사,국내도서>사회과학>사회사상/사회사상사>전체주의/국가주의,1,227
9791190136976,전체주의의 심리학,"마티아스 데스멧 (지은이), 김미정 (옮긴이)",원더박스,국내도서>사회과학>사회학>사회학 일반,1,228
9788936483418,전체주의의 시대경험,"후지타 쇼조 (지은이), 이순애 (엮은이), 이홍락 (옮긴이)",창비,국내도서>사회과학>사회사상/사회사상사>전체주의/국가주의,1,229
9791160404319,북한 : 전체주의 국가의 내부관점,"뤼디거 프랑크 (지은이), 안인희 (옮긴이)",한겨레출판,국내도서>사회과학>통일/북한관계>북한학 일반,1,230
9791191975161,송영길의 선전포고 - 검찰 범죄 카르텔 전체주의 세력에 투쟁을 선포하다!,"송영길, 박정우 (지은이)",시월,국내도서>사회과학>정치학/외교학/행정학>정치인,1,231
9788976823823,폭력에서 전체주의로 - 카뮈와 사르트르의 정치사상,"에릭 베르네르 (지은이), 변광배 (옮긴이)",그린비,국내도서>사회과학>정치학/외교학/행정학>정치사상사,1,232
9788989566830,전체주의 중국의 도전과 미국 - 중국몽의 본질과 미국의 대응 전략,"뉴트 깅리치 (지은이), 주준희 (옮긴이)",김앤김북스,국내도서>사회과학>정치학/외교학/행정학>세계패권과 국제질서,1,233
9788972918509,한나 아렌트 - 전체주의라는 악몽,"마키노 마사히코 (지은이), 전경아 (옮긴이)",까치,국내도서>인문학>교양 인문학,1,234
9788964371909,이것을 민주주의라고 말할 수 있을까? - 관리되는 민주주의와 전도된 전체주의의 유령,"셸던 월린 (지은이), 우석영 (옮긴이)",후마니타스,국내도서>사회과학>사회사상/사회사상사>사회사상/사회사상사 일반,1,235
9788997205479,필라델피아 정신 - 시장전체주의 비판과 사회정의 복원을 위하여,"알랭 쉬피오 (지은이), 박제성 (옮긴이)",매일노동뉴스,국내도서>대학교재/전문서적>사회과학계열>사회학,1,236
9791196299743,"위선자들 - 새로운 수탈계급과 전체주의의 민낯, 개정판","밀로반 질라스 (지은이), 이호선 (옮긴이)",리원,국내도서>사회과학>사회학>사회학 일반,1,237
9791190313902,"친절한 독재자, 디지털 빅브라더가 온다 - 21세기 전체주의의 서막",한중섭 (지은이),웨일북,국내도서>사회과학>사회학>사회학 일반,1,238
9788963271705,동물농장 - 전체주의에 대한 준엄한 경고,"이용욱, 조지 오웰 (지은이), 윤현민 (옮긴이)",글누림,국내도서>소설/시/희곡>영미소설,1,239
