ISBN,상품명,저자,출판사,분야,권수,누적권수
9791186195574,어른 초등학생 :마스다 미리 에세이 ,지은이: 마스다 미리 ;옮긴이: 박정임,이봄,일본문학 및 기타 아시아 제문학,2,355
9791185051826,산 자와 죽은 자 :넬레 노이하우스 장편소설 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,독일문학,2,357
9788990982391,갈릴레오의 고뇌 ,히가시노 게이고 지음 ;양억관 옮김,재인,일본문학 및 기타 아시아 제문학,2,359
9788965704546,너라는 위로 ,김수민 글 ;김찬 그림,쌤앤파커스,한국문학,2,361
9788950973025,책을 지키려는 고양이 :나쓰카와 소스케 장편소설 ,지은이: 나쓰카와 소스케 ;옮긴이: 이선희,Arte(북이십일 아르테),일본문학 및 기타 아시아 제문학,2,363
9788937473005,맨투맨 :최재영 장편소설 ,지은이: 최재영,민음사,한국문학,2,365
9791187498025,그 쇳물 쓰지 마라 :댓글시인 제페토 ,지은이: 제페토,수오서재,한국문학,2,367
9788954439923,삼체,류츠신 지음 ;허유영 옮김,자음과모음,중국문학,2,369
9788925559476,딸바보가 그렸어 엄마의 일기장 ,김진형 그리고 ;이현주 쓰다,RHK(알에이치코리아),한국문학,2,371
9788932042589,고잉 홈 =문지혁 소설집 /Going home ,지은이: 문지혁,문학과지성사,한국문학,2,373
9788932919874,핵을 들고 도망친 101세 노인 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,독일문학,2,375
9788954698375,폴링 인 폴 :백수린 소설 ,지은이: 백수린,문학동네,한국문학,2,377
9788983927637,해리포터 :마법사의 돌 ,J.K. 롤링 지음 ;강동혁 옮김,문학수첩,영미문학,2,379
9788990982612,백야행 :하얀 어둠 속을 걷다 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,일본문학 및 기타 아시아 제문학,2,381
9791167372017,재수사 :장강명 장편소설 ,지은이: 장강명,은행나무,한국문학,2,383
9791196604417,키키 키린 :그녀가 남긴 120가지 말 ,지은이: 키키 키린 ;옮긴이: 현선,항해,일본문학 및 기타 아시아 제문학,2,385
9791188248810,우리 이제 낭만을 이야기합시다 :신경질적인 도시를 사랑하며 사는 법에 관하여 ,김도훈 지음,Whale books(웨일북),한국문학,2,387
9791187119708,빨강머리N :달콤살벌한 세대를 살아가는 어른아이를 위한 에세이 ,글·그림: 최현정,마음의숲,한국문학,2,389
9791162203002,거의 정반대의 행복 :난다 에세이 ,지은이: 난다,위즈덤하우스,한국문학,2,391
9788965745624,풀꽃도 꽃이다 :조정래 장편소설,지은이: 조정래,해냄,한국문학,2,393
9788950976323,잘돼가? 무엇이든 ,이경미 지음,Arte(아르테),한국문학,2,395
9788972759546,마력의 태동 :히가시노 게이고 소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,일본문학 및 기타 아시아 제문학,2,397
9791130630120,더 원 :존 마스 장편소설 ,지은이: 존 마스 ;옮긴이: 강동혁,다산북스,영미문학,2,399
9791168123380,떼인 근력 찾아드립니다 ,"에리카 코치,샤크 코치 지음",위즈덤하우스,한국문학,2,401
9791186602447,"아무튼, 비건 ",지은이: 김한민,위고,한국문학,2,403
9791189271022,조선 정신과 의사 유세풍 :이은소 장편소설 ,지은이: 이은소,새움,한국문학,2,405
9791190991070,바이러스 X :김진명 장편소설 ,지은이: 김진명,이타북스,한국문학,2,407
9791191891072,나에게 고맙다 :전승환 에세이 ,지은이: 전승환,북로망스,한국문학,2,409
9791196866792,놀이터는 24시 :단편소설 앤솔러지 ,"지은이: 김초엽,김중혁",Giant Books(자이언트북스),한국문학,2,411
9788983924469,메이즈 러너 ,제임스 대시너 지음 ;공보경 옮김,문학수첩,영미문학,2,413
9788954613507,소년을 위로해줘 :은희경 장편소설 ,지은이: 은희경,문학동네,한국문학,2,415
